skill_level,cooking_time,prep_time,serves,carbohydrate,kcal,protein,salt,saturatedfat,fat,sugar,ingredients
Easy,2400,1200,4,74,676,10,0.4,20,38,49,butter bun lemon curd large egg double cream milk vanilla extract caster sugar lemon zest ice cream
Easy,1200,600,0,26,439,29,3.7,10,25,3,egg milk gruyÃ¨re chive butter baguette cherry tomato olive oil ham watercress
Easy,600,600,2,41,386,32,2.22,1,12,39,brown sugar vegetable oil broccoli sweetcorn Thai red curry paste red pepper Thai fish sauce prawn
Easy,600,600,0,1,100,3,0.1,1,9,1,blanched hazelnut cocoa maple syrup sea salt hazelnut oil
More effort,900,1200,8,48,526,5,0.96,21,36,28,plain flour salt baking powder unsalted butter caster sugar thyme egg yolk rice strawberry icing sugar balsamic vinegar double cream lemon lime passion fruit crÃ¨me fraÃ®che natural yogurt basil icing sugar
Easy,6300,300,4,59,415,15,1,6,14,6,baking potato olive oil red onion garlic clove pepperoni chopped tomato basil leaf mozzarella
More effort,900,1800,0,23,235,4,0.6,4,13,1,plain flour butter egg vinegar cachaÃ§a water vegetable oil vegetable oil onion garlic clove tomato parsley palm cream cheese
Easy,1500,900,0,29,269,10,0.9,7,13,5,self-raising flour baking powder rosemary egg milk butter olive oil butternut squash goat's cheese pumpkin seed
Easy,1200,1200,2,91,798,29,0.3,8,32,39,flaxseed ground almond soya milk flour banana maple syrup coconut oil blueberry chia seeds maple syrup lemon juice coconut yogurt pistachio hemp seed berries
Easy,600,300,4,,,,,,,0,egg noodle black peppercorn vegetable oil red chilli baby corn bok choi prawn beansprout
Easy,2700,900,4,,,,,,,0,squash sweet potato garlic red chilli olive oil
Easy,0,1200,8,24,382,3,0.1,21,30,24,milk caster sugar crÃ¨me fraÃ®che lemon vanilla extract
Easy,1800,1200,6,64,555,4,0.35,17,33,48,double cream vanilla pod icing sugar orange meringue biscuit orange juice caster sugar vanilla pod cornflour
Easy,2100,1200,8,43,396,7,0.67,2,23,5,avocado natural yogurt lime lemon new potato olive oil chilli powder cumin seed tortilla chip
More effort,720,1800,0,91,647,5,1.17,15,32,63,self-raising flour cocoa bicarbonate of soda brown sugar egg sunflower oil buttermilk frosting sprinkle icing sugar cocoa double cream
More effort,1800,2400,0,63,659,8,0.36,22,43,48,plain flour ground almond golden caster sugar butter egg yolk crÃ¨me fraÃ®che golden caster sugar vanilla lemon raspberry jam
Easy,0,600,4,4,27,2,0.07,,,1,mint caster sugar natural yogurt lime
Easy,1800,900,8,20,130,2,0.34,3,5,18,celeriac carrot apple crÃ¨me fraÃ®che butter parsley
Easy,600,300,6,5,73,4,0.15,2,4,1,broccoli butter breadcrumb lemon
Easy,420,300,4,11,178,29,0.64,,2,1,bread curry paste white fish lime
Easy,0,600,2,28,505,31,1.1,5,24,8,tahini lime soy sauce garlic cloves sesame oil chilli flakes rice noodles roast chicken aubergine carrot cucumber mint
More effort,1800,2700,0,59,362,10,0.4,5,9,21,whole milk butter cocoa powder strong white flour ground cinnamon golden caster sugar fast-action dried yeast large egg mixed dried fruit dark chocolate orange sour cherries white chocolate oil apricot jam
Easy,25200,900,4,24,752,45,1.6,21,43,7,tomatoes dried ancho chillies oregano cumin seeds garlic bulb red wine lamb shoulder dark chocolate cinnamon stick new potato slaw
Easy,2400,1200,4,20,213,10,0.52,5,11,4,leek vegetable stock chestnut mushroom filo pastry olive oil goat's cheese poppy seed
Easy,300,1200,6,41,323,5,0.7,8,15,27,dark chocolate digestive biscuit butterscotch pudding whip milk banana salted caramel sauce
Easy,1500,600,6,38,424,4,0.48,17,29,24,Christmas pudding mascarpone Baileys filo pastry butter icing sugar custard
Easy,14400,2400,4,23,736,69,0.9,13,39,13,natural yogurt cumin turmeric lamb shanks sunflower oil onion Madras curry powder garlic clove ginger tomato red chilli curry leaves cardamom pods lime pickle chicken stock mint
Easy,1680,600,6,8,310,14,1.2,16,25,5,brie cream cheese gruyÃ¨re parmesan milk cornflour thyme sprig chutney crusty bread
A challenge,3600,3600,6,26,608,38,0.72,5,33,11,leek thyme bay leaf parsley orange peel red chilli olive oil onion leek fennel garlic clove tomato purÃ©e star anise Pernod tomato saffron fish stock potato fish mussel garlic cloves red chilli saffron potato egg olive oil lemon juice baguette olive oil
A challenge,0,0,6,34.4,760,46.6,2.1,23,47,1.5,beef fillet olive oil prosciutto plain flour puff pastry egg dried porcini button mushroom thyme leaf butter shallot Worcestershire sauce parmesan butter shallot thyme bay leaf plain flour brandy red wine beef stock cube
Easy,900,600,4,19,211,15,0.14,1,9,2,new potato green bean soya bean tuna rocket harissa paste red wine vinegar olive oil
More effort,600,2100,0,50,574,10,1.1,17,34,10,self-raising flour garlic clove lime white pepper ground cumin pale ale avocado corn tortilla coconut oil radish cabbage red onion coriander cider vinegar caster sugar chipotle paste garlic clove smoked paprika lime soured cream
Easy,1800,900,4,82,551,23,2.24,5,17,11,olive oil pancetta courgette garlic clove chilli flakes caster sugar red wine vinegar tomato linguine parsley
Easy,1200,1200,4,38,251,8,0.15,5,9,7,broad bean potato red onion white wine vinegar sugar soured cream chive Dijon mustard
Easy,1500,1200,0,53,408,5,0.31,12,20,36,self-raising flour golden caster sugar unsalted butter natural yogurt vanilla extract egg unsalted butter vanilla extract icing sugar food colouring white chocolate
More effort,0,900,6,6,38,2,,,0.1,3,gelatine fresh mint pink grapefruit raspberries peaches
More effort,4200,3600,6,93,824,12,1.3,24,41,59,butter golden syrup self-raising flour golden caster sugar ground ginger bicarbonate of soda egg milk blackberry golden caster sugar lemon Amaretto egg egg golden caster sugar cornflour milk double cream vanilla pod blackberry crystallised ginger icing sugar
Easy,3600,1200,6,40,445,15,0.36,14,26,8,squash olive oil crÃ¨me fraÃ®che parmesan ricotta sage lasagne
Easy,1200,1500,2,140,827,28,3.4,2,17,9,olive oil garlic clove chopped tomato spinach pepper egg basil leaf rocket lemon white flour fast-action dried yeast semolina
Easy,600,600,8,37,312,2,0.09,10,19,35,banana light muscovado sugar butter double cream sesame seed vanilla
Easy,1200,900,4,31,494,20,2.23,18,33,4,spinach butter egg French stick
Easy,0,0,0,,,,,,,0,fennel orange juice Dijon mustard salt walnut oil Cos lettuce
Easy,600,1200,4,2,214,10,0.57,5,18,2,asparagus spear rocket crabmeat crÃ¨me fraÃ®che wholegrain mustard lime crabmeat olive oil
More effort,900,900,4,48,487,20,1.8,4,24,35,chicken wings ginger cornflour vegetable oil sesame seeds dark brown sugar gochujang soy sauce garlic clove ginger sesame oil
Easy,900,1200,0,38,249,2,0.01,7,11,24,unsalted butter golden caster sugar egg yolk vanilla extract plain flour raspberry jam icing sugar food colouring
Easy,300,1800,6,36,385,2,0.06,15,27,36,double cream caster sugar melon lemon raspberry
Easy,1800,900,0,31,553,31,4.3,11,33,3,potato self-raising flour bicarbonate of soda egg milk spring onion sunflower oil butter streaky bacon
Easy,600,600,2,44,618,28,1.95,19,29,44,sultana Calvados camembert jar
Easy,0,0,4,53,474,17,2.22,3,23,0,fish French stick mayonnaise lettuce shallot cucumber
Easy,300,900,0,62,608,15,0.8,15,34,55,dark chocolate milk caramel peanut butter biscuit peanut ice cream ice cream
Easy,3000,300,6,22,386,24,1.7,7,22,19,vegetable oil white miso chicken caster sugar butter lime sesame seed
Easy,11100,1800,8,5,480,39,3.3,11,33,3,pork belly bicarbonate of soda fennel seed chilli flakes extra virgin olive oil onion fennel bulb coriander seed garlic clove pork shoulder sourdough pine nuts orange apricot sage leaf rosemary lemon juice nutmeg egg
Easy,0,3000,4,9,152,6,0.29,3,10,0,olive oil onion courgette mint vegetable stock mint single cream
Easy,900,2100,12,12,198,3,0.1,9,15,10,oatmeal brown sugar raspberry whisky large egg clear honey double cream
Easy,0,0,2,20,600,46,2.35,7,38,0,curry paste lentil salmon olive oil lemon spinach
Easy,1800,600,2,78,745,16,0.8,20,38,20,cauliflower red peppers red onion olive oil ras el hanout garlic clove coconut yogurt basmati rice vegetable stock coriander pomegranate seeds
Easy,2100,300,4,64,444,29,3.34,5,10,5,butter leek risotto rice vegetable stock milk smoked haddock crÃ¨me fraÃ®che baby spinach
Easy,300,900,0,,,,,,,0,mussel white wine shallot parsley
More effort,0,1200,6,66,563,9,0.8,14,31,49,clementine butter golden syrup golden caster sugar egg self-raising flour ground almond ginger ginger cream
Easy,1800,1500,4,30,663,21,2.7,26,50,4,ciabatta olive oil plain flour smoked streaky bacon Brussels sprout stilton sage leaf butter garlic clove double cream nutmeg
More effort,1080,1800,0,67,408,8,0.55,4,13,41,bread flour muscovado sugar salt yeast mixed spice butter milk treacle brandy egg sunflower oil sultana peel glacÃ© cherry orange marzipan almond icing sugar
Easy,0,0,0,4.4,18,,,,,4.4,peppermint essence icing icing icing
Easy,0,900,2,17,166,16,1.92,2,4,13,frozen pea beetroot spring onion Greek yogurt horseradish iceberg lettuce ham
A challenge,900,5400,0,13,173,5,0.3,2,11,3,crab lemon egg yolk Dijon mustard olive oil white wine vinegar butter milk strong white bread flour golden caster sugar fast-action dried yeast large egg vegetable oil lemon cress
Easy,7200,1200,4,36,962,60,0.73,28,65,9,unsalted butter lemon sage chicken garlic potato olive oil red pepper plum tomato chicken stock courgette Dijon mustard red wine vinegar extra-virgin olive oil
Easy,720,1500,0,9,90,1,0.13,2,5,5,butter vegetable oil caster sugar large egg self-raising flour milk vanilla extract icing sugar food colouring sprinkles
Easy,300,1200,6,12,454,42,0.4,5,25,4,pea ham parsley spring onion watercress rapeseed oil cider vinegar English mustard
Easy,1200,600,4,21,308,34,0.9,1,10,10,vegetable oil chicken breast Chinese five-spice powder plain flour ginger sugar snap pea spring onion lemon soy sauce chicken stock clear honey cornflour
More effort,900,900,0,3,419,24,1.62,20,34,2,lobster dry white wine shallot tarragon parsley Dijon mustard lemon paprika Tabasco sauce parmesan butter
Easy,0,900,8,73,500,5,0.5,13,23,59,butter caster sugar muscovado sugar chocolate golden syrup egg vanilla extract plain flour baking powder cocoa powder
Easy,0,1200,4,27,378,22,2.6,2,18,10,grains ham watercress fennel bulb hazelnut parsley cranberry extra virgin olive oil clementine Dijon mustard clear honey
More effort,10800,1800,24,42,347,4,0.35,7,18,31,butter pecan light muscovado sugar dried cranberries dried apricot orange brandy egg plain flour ginger ground cinnamon ginger apricot jam icing sugar marzipan glacÃ© cherry
More effort,4200,2400,8,24,341,12,1.3,9,21,11,butter pancetta sausages onion celery stick rosemary garlic cloves ciabatta egg chicken stock figs parsley chestnut
Easy,3000,900,8,8,262,23,2.38,8,16,4,sunflower oil onion chicken thigh garlic clove Thai green curry paste coconut milk chicken stock kaffir lime leaf fish sauce spring onion green bean bamboo shoot lime basil
Easy,1800,900,4,53,480,11,0.86,10,26,4,potato frozen pea oil onion curry paste mustard seed lemon coriander puff pastry egg
Easy,0,2700,6,32,559,6,0.75,24,46,12,biscuit butter strawberry double cream toffee Greek yogurt icing sugar
More effort,0,2400,6,13,410,21,2.7,13,30,13,salmon fillet lemongrass granulated sugar sea salt lime Japanese rice vinegar garlic clove coriander dill Thai chillies turnip red onion crÃ¨me fraÃ®che prawns
Easy,0,300,1,7,142,0.5,0.4,,,5,Blanco tequila mescal passata lime juice lemon juice grenadine Worcestershire sauce pepper sauce smoked sea salt
More effort,6600,1800,0,9,45,0.4,0.01,0.5,1,8,egg whites white caster sugar decoration red food colouring paste dark chocolate edible glitter
Easy,2400,3600,0,48,245,8,0.4,,1,1,strong white flour strong wholemeal flour strong white flour wholemeal flour salt sourdough starter (see above)
Easy,1500,600,6,43,534,34,0.3,8,25,4,balsamic vinegar beef stock garlic clove wholegrain mustard clear honey olive oil sirloin steak salad potato sunflower oil thyme leaf peppercorn
More effort,2700,1800,8,26,692,27,1.85,28,54,0,butter plain flour parmesan egg olive oil red onion garlic clove streaky bacon egg double cream chive mussel brie mixed salad leaves vinaigrette
Easy,0,900,4,61,483,15,3,5,22,7,artichoke heart lemon basil garlic clove olive oil walnut half ricotta parmesan lemon juice olive tomato rocket loaf Parma ham
Easy,0,300,0,12.4,135,7.5,0.5,0.7,5.1,1.3,chickpea tahini paste garlic clove Greek yogurt lemon juice
Easy,1800,300,4,44,344,13,2.5,5,11,10,cherry tomatoes olive oil onion chilli flakes capers Kalamata olives anchovy sugar gnocchi mozzarella
Easy,0,0,4,24,230,10,0.4,1,7,7.5,olive oil onion garlic clove cumin ginger harissa paste clear honey vegetable vegetable stock Quorn coriander
Easy,600,600,4,7,273,25,3.13,5,17,5,oyster sauce soy sauce vegetable oil beef root ginger spring green chestnut mushroom
More effort,1800,1800,6,11,591,51,0.4,9,37,6,lamb natural yogurt rosemary romanesco vegetable oil walnut olive oil stock
Easy,0,0,4,64,419,29,1.16,2,7,0,onion fennel olive oil risotto rice fish stock seafood mix pea parmesan lemon parsley
Easy,0,0,6,5,521,31,2.05,12,42,0,chicken romaine lettuce tomato spring onion avocado lemon juice feta cheese oregano mint flatleaf parsley extra-virgin olive oil black kalamata olive pitta bread
Easy,600,900,0,22,192,10,1.3,3,7,6,sourdough bread olive oil ricotta fig prosciutto clear honey
Easy,120,1500,4,22,237,7,1.36,2,14,19,seed tamari natural yogurt mayonnaise Dijon mustard parsley celeriac carrot red cabbage apple
Easy,600,600,4,58,510,28,2,3,19,6,spaghetti olive oil onion garlic clove red chilli tomato purÃ©e pilchard black olive parmesan
Easy,900,300,4,42,494,25,2.7,8,24,16,rashers maple syrup egg brioche bun ketchup
Easy,600,1200,2,47,612,24,2.83,9,38,9,sweetcorn black bean avocado cherry tomato spring onion feta cheese lime cumin Tabasco sauce lime sherry vinegar extra-virgin olive oil
More effort,1200,2400,8,47,290,9,1.1,4,7,3,strong white bread flour fast-action dried yeast muscovado sugar butter plain flour oil bicarbonate of soda egg sea salt
More effort,0,0,6,22,524,45,1.19,12,28,0,boned leg lamb steak vegetable oil Charlotte potato leek carrot turnip lamb stock cube plain flour dry white wine spring onion flatleaf parsley whipping cream unwaxed lemon parsley
Easy,300,720,8,9,131,2,0.04,1,10,8,carrot clear honey lemon olive oil chicory rocket pine nut
Easy,600,900,0,37,639,27,2.3,17,43,8,butter leek cheese sauce chive chicken milk Dijon mustard shortcrust pastry plain flour large egg
Easy,2100,1800,4,81,536,9,0.85,12,22,44,rhubarb orange caster sugar self-raising flour butter milk flaked almond crÃ¨me fraÃ®che
Easy,1200,600,4,20,251,30,0.71,1,6,1,breadcrumb sesame fish yogurt olive oil
Easy,3600,600,15,13,57,,0.6,,,13,light brown soft sugar apple cider vinegar figs apple onion sultanas sea salt
Easy,1500,600,0,58,499,34,0.4,2,13,14,basmati rice red onion vegetable bouillon oregano rapeseed oil cider vinegar sweetcorn spring onion red pepper tuna chickpeas beetroot feta walnut rocket
More effort,0,2400,2,14,509,29,1.69,10,38,8,duck breast passion fruit olive oil garlic clove orange light muscovado sugar soy sauce wild rice
Easy,900,600,0,20,195,16,0.65,2,7,1,boneless chicken breast fillet red pesto breadcrumb olive oil
Easy,300,900,0,13,80,1,0.01,1,3,13,Bramley apple muscovado sugar orange lemon cinnamon nutmeg clove allspice dried cranberries sultana raisin currant brandy flaked almond suet
Easy,1200,900,4,3,347,35,0.62,12,21,0,chicken thyme garlic mushroom double cream
Easy,300,600,4,41,516,23,1.9,4,27,5,egg noodles crunchy peanut butter soy sauce chilli oil lime king prawns carrot coriander leaves spring onions prawn cracker
Easy,900,1200,4,22,274,22,3.54,5,12,7,lasagne spinach feta cheese nutmeg olive caper chopped tomato parmesan
Easy,1200,300,4,58,309,7,0.2,1,7,5,olive oil onion red pepper root ginger basmati rice turmeric vegetable stock flaked almond
Easy,1500,600,4,13,337,22,0.6,5,20,8,olive oil leek baby spinach frozen peas garlic cloves cumin seeds parsley coriander mint egg natural yogurt harissa flatbread
Easy,1500,600,4,32,211,9,1.3,1,5,12,olive oil onion garlic clove red chilli ginger cumin ras-el-hanout cinnamon red pepper chopped tomato vegetable stock chickpea preserved lemon clear honey couscous
Easy,600,1200,4,27,580,28,1.4,14,41,24,thyme lemon olive oil garlic clove lamb pepper green pepper pineapple mayonnaise chilli coriander lime
Easy,600,600,8,12,101,2,0.1,1,5,12,carrot butter pine nut sultana sugar parsley
Easy,600,0,4,60,569,23,2.2,5,25,12,chicken curry sauce tortilla wrap vegetables
Easy,900,300,0,21,176,0.2,0.02,,0.1,21,orange red wine caster sugar clove cinnamon stick star anise ginger brandy
Easy,600,300,4,50,464,43,2.85,2,12,5,chicken breast lime black peppercorn sunflower oil tortilla guacamole Little Gem lettuce natural yogurt
Easy,600,300,4,55,463,12,1.6,6,19,8,black beans coriander tortillas avocado soured cream pepper oil red onion garlic clove chilli powder smoked paprika ground cumin lime
More effort,4800,2400,6,63,669,13,1.5,15,38,8,red onion beetroot butternut squash garlic cloves olive oil thyme leaf sumac Puy lentils chestnut kale lemon ready-rolled puff pastry almond milk
More effort,1500,6300,0,201,1064,31,7.54,3,21,14,bread flour yeast salt sugar water olive oil red onion olive oil cherry tomato rosemary sea salt
More effort,5400,1200,6,37,429,9,0.2,11,26,2,Maris Piper potatoes butter pork skin
Easy,600,300,0,12,50,1,0.15,,1,9,blackberry caster sugar red onion root ginger Dijon mustard vinegar
Easy,3600,900,0,67,457,5,0.62,12,21,44,egg vanilla extract fruit granulated sugar juice butter golden caster sugar self-raising flour
More effort,3000,2700,6,97,777,59,3.62,1,15,3,tofu soy milk miso paste Marmite tarragon sage thyme onion powder garlic powder wheat gluten pea protein vegetable stock onion garlic cloves parsley gram flour plain flour vegetable or sunflower oil thyme basil dried oregano ground ginger celery salt black pepper white pepper mustard paprika sage garlic powder brown sugar panko breadcrumbs
More effort,2700,2100,0,27,173,7,0.4,1,3,2,wholemeal bread flour spelt flour fast-action dried yeast black treacle oil mixed seed egg yolk
Easy,1800,600,30,2,15,1,0.12,,1,1,onion olive oil garlic clove sugar red pepper plum tomato red pepper vegetable stock basil leaf
More effort,3600,1800,6,44,560,3,0.1,26,41,41,whipping cream icing sugar lemon curd blackberry flower egg white caster sugar cornflour white wine vinegar
Easy,300,1800,12,40,411,4,0.3,16,27,35,butter ice cream raspberries honeycomb double cream muscovado sugar butter
More effort,6000,900,4,54,525,49,1.2,2,12,20,pinto bean onion carrot celery bay leaf olive oil garlic clove squid tomato purÃ©e thyme sprig passata chicken stock bread paprika greens
Easy,0,0,3,42,483,20,3.75,11,27,1,tortilla salsa spring onion cheese chilli soured cream
More effort,12000,2400,6,35,510,30,0.37,7,28,6,olive oil pork shoulder onion garlic clove ginger cumin seed chilli powder smoked paprika oregano cider vinegar beer muscovado sugar cinnamon stick clove plain flour cornmeal baking powder sunflower oil avocado cherry tomato spring onion red chilli coriander lime lime
Easy,2400,600,6,1,314,35,2,7,19,1,pork chop demerara sugar sea salt pink peppercorn juniper berry coriander seed bay leaf thyme sprig
Easy,900,1200,25,5,62,3,0.4,2,4,0,ciabatta olive oil stilton beetroot celery
Easy,900,600,4,8,356,32,0.24,3,22,2,vegetable oil garlic clove fish lime juice cashew red chilli garlic clove ginger cumin vegetable oil
Easy,4200,900,4,12,460,32,0.4,16,32,9,garlic clove ginger green chilli coriander ghee onion ground cumin ground fenugreek chicken breast clove cardamom pod cinnamon stick tomato yogurt double cream rice
Easy,1800,900,4,72,599,25,2.6,11,22,8,oil onion garlic cloves risotto rice chicken stock frozen peas ham hock English mustard mascarpone mature cheddar pea shoot
Easy,0,300,1,0.3,217,,0.01,,,0.3,gin vodka white vermouth ice lemon zest
Easy,2400,600,4,40,552,28,1.9,10,32,5,plain flour egg milk Dijon mustard vegetable oil sausage sage rosemary
Easy,2400,900,5,31,547,30,2.6,12,25,13,onion garlic clove sunflower oil dill wholegrain mustard mince breadcrumb egg butter mushroom smoked paprika plain flour beef stock brandy Dijon mustard tomato purÃ©e soured cream sugar tagliatelle
Easy,300,600,2,66,669,15,3.2,15,36,6,crÃ¨me fraÃ®che Dijon mustard lemon Tenderstem broccoli gnocchi olive oil peas pine nuts
Easy,1200,300,0,45,255,6,0.25,1,7,3,onion vegetable oil turmeric basmati rice vegetable stock spring onion pistachio
Easy,900,600,0,31,616,4,0.08,30,54,31,gooseberry caster sugar double cream gelatine elderflower shortbread
Easy,1200,900,0,5,73,3,0.3,3,5,1,gruyÃ¨re crÃ¨me fraÃ®che Dijon mustard salt nutmeg white bread ham butter
Easy,1500,600,2,37,395,21,0.7,3,15,10,rapeseed oil garlic clove leek cauliflower vegetable bouillon powder cannellini beans nutmeg whole milk almonds smoked paprika rye bread
Easy,120,60,2,21,153,5,0.5,2,5,9,butter banana egg self-raising flour baking powder strawberries maple syrup
Easy,600,1500,0,49.1,421,31.7,0.7,2.2,10.8,7.8,chicken breast olive oil lime fajita seasoning spring onion garlic clove red pepper pepper apple tomato lime coriander chilli sauce avocado lime cheese tortilla soured cream
Easy,2700,900,0,50.5,455,27.1,1,7.5,15.7,7,potato milk butter flour spring onion fish English mustard chive frozen sweetcorn petits pois cheddar
More effort,2400,900,2,120,1040,49,1.16,6,43,3,plain flour cornflour baking powder turmeric beer sparkling water sunflower oil haddock potato plain flour sunflower oil
Easy,2700,2100,0,9,213,10,0.6,5,13,9,chicken wing olive oil celery stick French breakfast radishes ketchup cider vinegar bourbon dark brown sugar hot chilli sauce Worcestershire sauce ground cumin ground coriander paprika butter gorgonzola soured cream mayonnaise lemon juice
Easy,0,0,2,14,360,41,2.4,3,10,0,vegetable oil back bacon chicken thigh onion garlic clove plain flour tomato purÃ©e dry white wine chicken stock lentil thyme chestnut mushroom
Easy,0,900,0,29,352,20,0.7,5,17,6,soft cheese flour tortilla chicken breast carrot avocado rocket
Easy,1200,600,2,82,726,39,0.2,6,25,8,olive oil onion garlic clove fennel seeds pork mince parsley courgette spaghetti lemon parmesan
Easy,2400,900,4,58,495,42,0.6,2,12,14,sunflower oil onion garlic clove ground coriander ground cumin ground turmeric cayenne pepper butternut squash chopped tomato chicken stock mango chutney red lentil coriander naan bread
Easy,1200,3600,0,30,211,2,0.02,5,9,14,butter golden caster sugar large egg vanilla extract plain flour icing sugar fondant coloured icing pens sugar paste hundreds and thousands
Easy,900,600,4,73,551,24,3.7,7,14,12,vegetable oil onion chipotle paste passata vegetable stock kidney bean black beans feta garlic cloves flour tortilla coriander
Easy,3600,600,4,32,574,32,3.5,13,34,5,new potato olive oil chicken thigh cherry tomato black olive oregano feta red wine vinegar
More effort,3600,2400,8,84,621,8,0.6,16,28,54,butter plain flour icing sugar egg yolk cranberry cornflour lemon orange golden caster sugar butter egg yolk egg white golden caster sugar cornflour
Easy,0,0,4,27.5,343,25,0.98,6,15.7,1.5,potato carrot celery garlic clove olive oil beef chopped tomato red pepper mature cheddar
More effort,6300,900,6,1,644,51,0.4,15,49,0,lamb herb lemon garlic clove basil mint pine nuts parmesan extra virgin olive oil lemon
Easy,300,900,4,26,318,6,0.11,12,20,18,orange oatmeal whipping cream whisky Greek yogurt honey
Easy,0,0,1,,396,24,0.95,14,33,0,egg butter parmesan tarragon chervil gruyÃ¨re
Easy,600,600,4,13,269,46,1.3,3,7,2,fish dill soft cheese prawn filo pastry sunflower oil parmesan
More effort,3000,1800,4,154,1528,16,1.17,59,98,135,egg lemon caster sugar butter crÃ¨me fraÃ®che meringue butter egg caster sugar self-raising flour lemon
Easy,600,600,4,22,636,43,0.88,4,43,9,olive oil cumin chilli powder skinless boneless chicken breast fillet cherry tomato red onion Little Gem lettuce coriander avocado dressing red kidney beans
More effort,1800,0,6,20,517,6,0.18,29,46,9,double cream golden caster sugar vanilla pod gelatine milk nectarine lemon peach lemon balm
Easy,1200,600,4,37,357,28,1.38,4,12,11,lamb plain flour sunflower oil shallot leek carrot potato chicken stock frozen pea mint
Easy,3600,300,4,15,845,37,0.5,21,71,15,duck orange Seville orange marmalade
Easy,1500,300,2,73,834,38,3.1,16,44,13,olive oil pork sausage courgette garlic clove chilli flakes chopped tomato rigatoni mozzarella
Easy,300,600,2,36,333,13,2,6,12,16,onion garlic clove butter ground cumin paprika chilli flakes chopped tomato kidney bean vegetable stock cube dark chocolate soured cream coriander
Easy,0,900,8,1,121,5,0.48,4,11,1,smoked mackerel crÃ¨me fraÃ®che lemon chive dill radicchio chicory
Easy,0,0,1,43,325,29,4.78,,5,1,Rizazz pure basmati rice frozen pea prawn curry powder natural yogurt
Easy,0,300,4,25,267,24,1.62,2,9,3,mayonnaise pesto lettuce turkey spring onion cucumber tortilla
Easy,1200,0,2,,530,39,,,,0,streaky bacon salad avocado chicken breast
More effort,600,600,6,7,243,20,0.8,6,15,2,pea shallot lemon olive oil squid butter samphire watercress flat-leaf parsley
Easy,1200,1500,0,39,263,5.6,0.6,2.8,9.3,24.1,rapeseed oil self-raising flour baking powder golden caster sugar ground almond large egg natural yogurt vanilla extract butter raspberry icing sugar
Easy,1500,1200,4,70,563,25,0.4,9,19,8,rice vegetable oil onion garlic clove red chillies coconut milk tomato green bean king prawn lime coriander peanut
Easy,0,0,0,34,459,17,1.8,12,28,13,chipolata clear honey wholemeal bread wholegrain mustard mayonnaise natural yogurt fennel bulb carrot red onion
Easy,0,0,4,34,471,42,0.67,2,17,0,lentil shallot olive oil shiitake mushroom tomato caper white wine brill lemon parsley spinach
Easy,3900,1200,8,54,318,7,0.06,3,10,2,potato goose fat thyme
Easy,4200,600,4,55,301,13,1.15,1,5,0,potato olive oil onion garlic clove aubergine curry powder tomato tomato purÃ©e lentil
Easy,5400,600,0,14,483,33,1.8,10,32,11,olive oil chicken thighs onion garlic clove Moroccan spice mix lemons tomatoes chicken stock cube honey red wine vinegar olives lemon pomegranate feta mint couscous coriander seeds cumin seeds fennel seeds black pepper ground ginger ground cinnamon saffron
Easy,28800,1200,4,11,624,36,0.5,20,48,8,lamb rapeseed oil onion garlic clove ginger cumin garam masala cinnamon chilli powder chilli tomato pureÌe Greek yogurt coriander almonds rice
Easy,3000,600,4,46,310,6,0.06,1,13,2,potato chilli flakes turmeric coriander seed cumin seed vegetable oil
Easy,900,300,4,29,320,9,1,9,17,17,vegetable oil butternut squash onion curry paste chopped tomato coconut milk naan bread lentil baby spinach yogurt
Easy,1200,900,0,42,232,9,0.7,,4,3,white flour bread salt caster sugar yeast milk egg olive oil water
Easy,900,300,0,13.8,196,0.3,0.03,,0.1,13.6,red wine cinnamon stick star anise clove lemon caster sugar gin
More effort,300,600,2,2,264,25,1.59,9,18,1,butter mushroom spinach groundnut oil scallop nutmeg
More effort,9600,2400,8,99,889,19,1.31,24,49,13,butternut squash olive oil onion garlic clove mushroom chestnut pearl barley vegetable stock soy sauce lemon ricotta soft cheese sage baby spinach parsley plain flour butter vegetable milk egg bay leaf
Easy,1500,900,0,39,331,4,0.4,11,18,26,butter golden caster sugar large egg plain flour cocoa powder bicarbonate of soda buttermilk food colouring glacÃ© cherry double cream conserve dark chocolate icing
Easy,900,600,2,60,586,22,1,14,26,7,spaghetti butter onion curry powder garlic clove mussel dry white wine double cream coriander
Easy,1200,1200,4,75,611,18,1.1,5,27,23,egg tofu cornflour sesame seed sunflower oil carrot red chilli garlic clove stem ginger spring onion egg noodle soy sauce
Easy,2700,1800,0,12,92,1,0.06,2,4,9,dark chocolate unsalted butter soft light brown sugar egg plain flour cocoa powder baking powder milk icing sugar
Easy,2400,600,0,20,304,4,1.1,13,23,4,croissant dough garlic butter rosemary sprigs dips
More effort,4800,2400,0,51,383,13,0.3,6,13,2,potato parmesan nutmeg watercress ricotta egg yolk flour olive oil thyme sprigs radish butter lemon
Easy,1200,1200,2,53,471,17,0.2,4,20,27,garlic clove rapeseed oil onion ginger cinnamon stick cumin seed cardamom pod ground turmeric coriander red chilli red pepper freekeh vegetable stock sultana coriander cashew nut garlic clove bio-yogurt cucumber mint
Easy,480,2400,8,1,231,26,1.79,3,14,1,scallop olive oil lemon juice streaky bacon Dijon mustard clear honey caper parsley endive
